,Customer ID,Predicted CLV (BG-NBD),Predicted CLV (Pareto-NBD),Predicted CLV (MBG-NBD)
115,12517,4311.219255,4039.70239,4298.731345
116,12518,6890.51902,6451.318426,6638.45824
117,12519,831.8568187,773.9596489,868.4548127
118,12520,3266.414314,2942.508886,3196.22221
119,12522,2226.683794,2331.399118,2301.487628
120,12523,4269.376909,3785.056946,4169.088634
121,12524,9958.017541,8853.798539,9757.719204
122,12525,57.16542998,31.46145584,50.44913902
123,12526,3942.481709,3805.838332,3927.150842
124,12527,1012.237815,901.048537,1020.516234
125,12528,3274.108021,2960.063188,3200.587018
126,12530,3466.883249,3028.993571,3408.368633
127,12531,496.5313965,475.1636585,521.2284779
128,12533,13.09021421,9.006869523,11.80308164
129,12535,1339.710455,1311.423896,1440.089421
130,12538,859.0018959,845.5938847,934.4049626
131,12539,3561.597521,3250.800468,3586.556158
132,12540,19118.13303,16799.52587,18623.63676
133,12541,1705.716783,1613.463763,1760.938055
134,12542,120.1930289,74.19962627,114.0731569
135,12545,1127.076707,1090.473831,1218.609881
136,12546,2868.72837,2928.516363,2860.439879
137,12547,656.6853823,556.769383,684.986734
138,12549,33.18250235,23.23093924,30.08990828
139,12552,2482.028155,2643.423558,2551.260431
140,12553,6163.691244,5474.263924,5976.162761
141,12556,1541.795642,1530.248055,1643.689396
142,12557,12922.99723,11689.37004,12884.57696
143,12559,282.8116138,304.472959,309.270685
144,12560,3432.241338,3236.694583,3389.589592
145,12562,6177.338435,5554.353682,6071.951562
146,12567,11840.72951,10495.04545,11613.67548
147,12569,9074.601402,8072.347538,8594.162638
148,12571,1756.8778,1758.210343,1859.440648
149,12572,4204.993798,4098.76134,4093.572461
150,12573,848.7589319,651.3308624,833.1926629
151,12575,307.6741956,226.1433532,329.4623141
152,12576,2519.195158,2229.302039,2469.930101
153,12577,1389.809874,1274.351089,1411.532721
154,12578,4692.865224,4235.530892,4650.966258
155,12580,578.6767061,499.2150806,634.7530874
156,12582,1178.594467,923.7672922,1196.277723
157,12583,12207.91255,10815.41932,11916.05218
158,12584,3927.101514,3510.666305,3765.018976
159,12585,811.7292352,704.7651535,805.1946881
160,12586,1565.896227,1445.416938,1590.384177
161,12588,995.0948682,918.9905728,1020.162949
162,12589,2265.715835,2061.347595,2279.758437
163,12590,6794.604249,5651.181918,6936.53829
164,12591,561.7106616,464.3563964,572.0997531
165,12592,854.2456619,783.4026099,893.0905441
166,12593,1192.796165,1124.830211,1225.334032
167,12594,5009.234316,4402.301338,4902.909724
168,12596,1180.374431,1154.626144,1273.231411
169,12597,5809.188514,5345.731515,5771.062257
170,12598,4010.869006,3582.302569,3944.85017
171,12599,2479.510019,2193.143148,2428.77375
172,12600,4531.567221,3977.046726,4423.039293
173,12601,801.7724063,637.7229967,758.623545
174,12604,831.8377913,803.3065314,899.6661329
175,12605,112.9925104,107.4837605,107.0620924
176,12609,2845.28181,2478.904129,2816.783263
177,12610,5003.534303,4671.660732,4754.678097
178,12613,4650.881044,4141.229078,4595.482174
179,12615,4803.309057,4337.563283,4764.384677
180,12616,1577.018038,1377.664389,1547.491353
181,12619,3963.763434,3525.418928,3883.883533
182,12620,2336.617825,2229.532835,2391.264756
183,12621,23524.8365,20771.35579,22873.02723
184,12623,1369.432526,895.2715062,1312.218574
185,12624,1327.126581,1308.386936,1427.561163
186,12625,3180.146923,2498.819821,3179.343775
187,12626,9246.60471,8229.55713,8913.292027
188,12627,11388.5338,10517.08387,10880.37497
189,12628,4154.66694,3964.050986,3976.067156
190,12629,514.5608037,440.8973779,553.3903464
191,12630,3932.888397,3968.588714,4001.226498
192,12631,2467.363791,2215.559677,2480.787841
193,12632,79.99236043,71.38557591,78.65790736
194,12633,4072.291814,3563.379669,3992.94062
195,12634,120.3111651,106.8638006,126.5643301
196,12635,2581.062683,2316.815648,2630.280358
197,12637,8040.376712,6932.76746,7836.334193
198,12638,699.8011463,693.7024088,767.118107
199,12639,1007.216337,829.7718707,1053.867907
200,12640,3118.757978,3052.580699,3095.42426
201,12642,3203.860276,3109.398917,3211.893451
202,12643,4946.321176,3892.974033,4753.692672
203,12644,1303.259198,1113.929144,1305.543943
204,12645,3189.020334,2839.970123,3152.544948
205,12646,3886.187259,3908.486755,3968.613125
206,12647,15250.00482,13334.53447,14812.56136
207,12648,1057.238164,897.595655,1068.509079
208,12649,1998.876358,1694.295616,1970.90886
209,12651,170.2923138,136.3398437,160.794296
210,12652,713.7202106,561.8230923,728.2636396
211,12653,1998.630108,1767.465417,2089.096939
212,12654,1563.277459,1456.906877,1579.254344
213,12656,6018.155564,5360.035733,5906.729259
214,12657,3589.248631,3487.095649,3552.544784
215,12662,7001.459449,6217.13273,6833.141384
216,12663,34.83576304,28.9015224,33.61062314
217,12664,4885.882438,4390.85402,4833.213727
218,12665,410.4974297,270.3752584,402.4883399
219,12668,8704.846151,7799.087425,8583.704027
220,12669,1247.828628,1154.699315,1285.868047
221,12670,3412.524143,3088.555814,3397.937264
222,12672,478.3640318,352.0725706,496.5108585
223,12673,1247.714401,1188.327731,1298.236638
224,12674,4123.506617,3770.504587,3997.379387
225,12676,3236.535203,2894.003539,3186.675206
226,12677,254.780981,143.7801397,254.4243949
227,12678,27350.20899,23818.89212,26678.58757
228,12679,1580.590235,1417.372135,1532.51196
229,12680,3398.563962,3214.891205,3326.877177
230,12681,26542.0283,23284.86724,25787.83266
231,12682,21035.1253,18569.62635,20477.5325
232,12683,10912.18713,9690.240244,10675.77907
233,12684,4938.779138,4513.745905,4793.790279
234,12685,9108.402922,8768.980324,8620.842532
235,12689,2497.697947,2494.139902,2643.899764
236,12691,2047.245085,1843.169906,2025.528341
237,12693,1577.96597,1267.508518,1514.360415
238,12694,1542.121556,1399.420255,1569.608565
239,12695,1311.595799,1194.075781,1311.818891
240,12696,595.761317,384.5778499,612.5281964
241,12697,2713.387843,2525.985924,2655.294844
242,12700,7454.799844,6979.921368,7463.476575
243,12701,2020.618489,1788.09596,2026.14806
244,12703,797.7821161,713.5034241,801.7255717
245,12704,6019.056363,5528.842202,5793.795564
246,12705,10113.05912,8969.700474,9911.539039
247,12708,4844.01988,4232.735331,4715.754113
248,12709,25737.41872,22713.81025,25046.5863
249,12710,1682.169701,1599.235242,1678.339131
250,12711,281.0867043,180.0344719,294.6101276
251,12712,6269.576038,5510.23453,6113.596831
252,12714,11044.48112,9903.590113,10907.78191
253,12716,1887.622699,1886.484149,1997.973325
254,12717,1078.108307,954.5521423,1128.970587
255,12719,3342.490102,3243.916806,3283.267062
256,12720,9295.425888,8197.846836,8984.488778
257,12721,4303.047649,3824.674291,4218.872148
258,12722,1919.695305,2152.68529,1857.645801
259,12723,3657.058733,3545.282151,3591.598666
260,12724,2354.216171,2138.212189,2344.681996
261,12725,866.0168683,568.2294709,851.3995213
262,12726,3882.989088,3453.307472,3825.030435
263,12727,4750.71568,4269.126998,4699.742762
264,12728,1740.498012,1560.060016,1741.994769
265,12731,22463.7058,19825.70106,21953.24922
266,12733,1148.146704,886.2806735,1151.111014
267,12734,239.2501918,247.7354447,243.4425966
268,12735,470.5332144,460.1438782,511.1231047
269,12739,2016.830204,1823.398482,2049.280621
270,12741,108.1470421,106.2946707,114.4995347
271,12744,10921.98472,9689.912096,10827.36556
272,12745,433.6128881,262.8401291,439.3453308
273,12746,265.4411283,152.9216093,267.9140461
274,12747,8172.696398,7240.302302,7977.068525
275,12748,45172.46254,39736.75522,43822.73783
276,12749,6647.758951,5935.883944,6507.827888
277,12753,25002.23236,22464.28798,24388.5554
278,12754,2114.877825,1968.96346,2174.377069
279,12755,1965.866298,1080.871161,1753.623962
280,12757,8997.09461,8148.937159,8611.713573
281,12758,5431.083487,4657.91016,5414.442527
282,12759,3794.033595,3378.671356,3778.523803
283,12761,131.1005774,130.9011342,140.2851366
284,12762,7757.872754,7813.373266,7749.484139
285,12763,689.0491163,640.0074473,750.8993434
286,12765,69.05597793,45.85556293,62.22700461
287,12766,12413.18658,11146.66171,12147.84594
288,12770,2351.644006,1737.991858,2284.90866
289,12775,2690.57239,2421.301884,2648.933979
290,12778,1906.808737,1711.015063,1887.558674
291,12779,5558.440561,4916.800842,5445.24956
292,12781,1237.112063,1150.059594,1248.352127
293,12782,5381.790453,4797.00011,5260.363592
294,12783,6933.252479,6530.607464,6575.410185
295,12784,963.6396181,918.9778428,1007.704191
296,12785,975.5664079,905.5742346,991.1932899
297,12787,1224.710003,1140.383829,1247.184896
298,12788,47.64293533,45.26856329,45.64416069
299,12789,537.3827016,503.2037471,564.2129193
300,12790,804.9151591,686.2832064,836.1014199
301,12791,410.4197854,252.1939427,391.0733537
302,12792,819.5273162,667.8540808,858.3553992
303,12793,432.2744284,382.7548193,438.5747086
304,12794,2410.262334,2454.221446,2541.823387
305,12797,41.4113209,49.78848095,40.1806781
306,12798,7472.545591,6956.090794,7612.712948
307,12800,328.0783898,225.6559182,357.7649251
308,12802,1516.702058,1109.334352,1442.144193
309,12804,210.4447316,170.4285031,223.7052857
310,12805,766.2175657,490.9622008,762.93724
311,12806,423.7678081,276.6528146,406.0080272
312,12807,61.6869596,101.5249075,65.9494904
313,12808,1428.11055,1300.1959,1437.859607
314,12809,1280.993227,1025.088223,1263.083339
315,12810,328.9419993,210.7065874,354.7359507
316,12811,646.2743545,504.2265903,622.3293927
317,12813,603.3594518,359.6711351,609.5570609
318,12815,1210.490458,1196.813365,1310.183521
319,12816,1260.437204,1240.319886,1354.041877
320,12817,707.2586637,558.4602806,728.6478756
321,12820,2565.078146,2304.616596,2533.895635
322,12821,413.2206216,367.3216042,453.5223097
323,12822,1990.504163,2203.326333,2021.393054
324,12823,5609.126443,4772.8495,5465.726112
325,12825,306.4436894,200.2165329,329.5034011
326,12826,2656.766781,2375.822344,2613.330697
327,12827,3569.403841,3472.471159,3453.987921
328,12828,4086.439763,3790.276764,3923.23526
329,12829,469.1301266,327.5977179,466.4030153
330,12830,10861.30688,10094.52662,10511.11827
331,12831,543.512479,457.9536841,594.3492176
332,12832,1706.809639,1718.273801,1793.347951
333,12835,3.71E-07,3.72E-07,3.87E-07
334,12836,5328.418305,4632.216715,5226.908316
335,12837,466.5334837,425.93489,511.5009968
336,12838,3604.31874,3195.733641,3544.902184
337,12839,8853.891594,7843.782342,8641.958115
338,12840,3284.676376,2568.50789,3176.147938
339,12841,9070.996657,7987.662256,8763.541217
340,12842,1358.201993,1242.638356,1396.50795
341,12843,5595.422048,4631.535685,5389.662895
342,12844,943.415431,874.847047,967.1698546
343,12845,100.926164,170.9558782,105.6420081
344,12847,1216.785436,1201.563782,1323.964272
345,12849,2776.004487,2515.694001,2785.042524
346,12851,556.1246797,530.5767634,607.8556342
347,12853,3161.524137,2610.600034,3078.011207
348,12854,2209.373302,1948.568105,2207.458292
349,12855,139.3211758,156.7588765,142.2154553
350,12856,10127.3958,9507.921232,9359.413937
351,12857,2600.437797,1950.956676,2546.867131
352,12858,371.4731297,284.1791818,407.5822129
353,12862,411.8650298,311.8591667,442.7081005
354,12863,2460.70811,2193.394553,2450.969899
355,12864,525.9944076,489.8791493,575.7202173
356,12865,2836.064123,2592.786086,2857.999934
357,12866,932.7949587,722.5837249,966.8954318
358,12867,6624.028163,5886.962199,6523.776443
359,12868,1316.769332,1065.253987,1225.02554
360,12870,879.334655,574.6339665,872.5832584
361,12871,934.8560138,859.9392662,974.5681575
362,12872,318.701586,162.9964608,276.2025267
363,12873,1150.007733,911.0760048,1203.222086
364,12874,468.2994126,324.134034,478.3158336
365,12875,1173.154597,1005.386093,1186.247489
366,12876,3048.607471,2754.315626,3082.959474
367,12877,3000.725573,2668.094057,2937.168943
368,12878,1610.645991,1529.583228,1660.463395
369,12879,3010.107361,3009.519793,2934.676517
370,12880,447.8125322,336.4851704,489.2346963
371,12882,5674.251899,5728.880669,5721.099563
372,12883,2418.154702,2434.999172,2530.071645
373,12885,2432.727369,2414.032286,2460.919587
374,12886,1832.523752,1728.030346,1880.989015
375,12888,247.8380805,326.4516754,252.1680999
376,12889,38.67510548,33.95936544,35.79598873
377,12890,856.3376017,844.9049601,931.8027119
378,12891,926.5993637,648.3173592,875.2741784
379,12895,2072.616252,2071.208894,2068.83526
380,12897,802.062839,653.2425533,815.4024986
381,12898,322.8921903,223.2628531,351.9248303
382,12901,31942.81123,28348.14546,30271.11876
383,12904,1424.353603,1415.414267,1520.829934
384,12905,153.680831,95.12560337,149.897468
385,12906,3896.563086,3918.264224,4051.4897
386,12907,526.8324549,357.5310535,544.1038676
387,12908,1329.966506,1191.165001,1334.716286
388,12909,3009.949969,2657.61491,2959.757933
389,12910,4876.262495,4345.996916,4804.49029
390,12912,9530.012143,9014.787339,8809.255463
391,12913,5453.805344,4890.226133,5379.686519
392,12915,1264.781814,1017.141173,1236.323433
393,12916,3501.317249,2925.459556,3475.665338
394,12917,2212.462993,1923.50909,2240.91597
395,12919,4343.760736,3975.534421,4158.26551
396,12920,611.4143881,585.305731,642.2865496
397,12921,30821.40967,27154.90426,29956.30233
398,12923,746.3183391,695.9063247,781.5355252
399,12924,2252.930846,1907.674153,2203.629492
400,12925,953.214541,912.5739932,998.5360369
401,12926,705.253433,434.3868604,701.4914713
402,12928,4487.328432,3971.907294,4404.427274
403,12930,1481.592722,1427.676259,1512.191223
404,12931,60760.35538,53022.42895,58993.38694
405,12932,5.148939438,4.302299503,4.662351362
406,12933,1628.919068,1476.506907,1631.101384
407,12935,4278.969521,3812.135385,4189.200093
408,12936,2694.156705,2627.402674,2668.28926
409,12937,2752.814596,2482.390748,2736.416037
410,12939,20809.63355,17873.77374,20303.10006
411,12940,3279.729789,3324.227144,3196.993918
412,12942,1065.034927,954.0770542,1105.871267
413,12943,493.6802096,355.0439429,497.1576768
414,12944,866.9955293,851.0429391,942.0992977
415,12945,533.4018047,447.7927041,585.882922
416,12947,1028.30723,850.2382741,942.0579847
417,12948,2234.384323,2007.963125,2215.064179
418,12949,11759.34556,10332.66796,11495.19264
419,12950,10191.02064,9873.748633,9650.765076
420,12951,3259.202816,2893.627982,3190.026056
421,12952,4416.844636,4207.161451,4261.068746
422,12953,641.2125456,639.1799003,700.8648461
423,12955,9202.609626,8243.99016,8822.295245
424,12956,616.8270082,451.7190257,626.6890741
425,12957,6846.109453,6100.42967,6717.242728
426,12958,457.1810755,336.6606719,498.906765
427,12959,309.233931,210.0053045,337.2196364
428,12960,544.7451883,333.5247637,535.3010402
429,12962,1583.235193,1584.587378,1667.151131
430,12963,3797.413608,3385.49754,3716.003795
431,12967,3760.915818,3464.071763,3773.451232
432,12970,1326.324146,1229.210111,1347.594944
433,12971,14532.04812,12785.52186,14105.85715
434,12972,324.3765032,189.088317,305.9724822
435,12974,468.8656858,420.5053194,514.111927
436,12975,248.6043144,129.9148474,222.6828377
437,12976,2184.852397,1629.509193,2135.447357
438,12977,731.900694,642.9144368,764.5562815
439,12978,818.907146,488.2475295,793.4219649
440,12980,4066.626359,2241.081799,3543.626524
441,12981,1543.025259,1538.969162,1636.202131
442,12982,103.0782336,62.41145484,89.06236865
443,12985,5272.832299,5100.629835,5016.480838
444,12986,89.38902677,50.63072767,78.25634281
445,12987,1270.167822,1130.428953,1276.138505
446,12989,11345.7996,10044.64194,11069.92544
447,12990,1322.787186,1191.853338,1320.182818
448,12991,1173.29042,1110.014968,1220.170241
449,12993,1471.783976,1320.298406,1459.407384
450,12994,1985.510404,1832.708443,1973.325831
451,12997,2326.308111,2062.264605,2283.411967
452,12998,196.2303292,118.888767,186.1285477
453,12999,610.5642371,635.2021062,631.3464432
454,13000,793.3284811,700.2921103,804.1062409
455,13001,20501.35872,18142.48331,20001.3744
456,13002,443.2511525,348.1960351,452.7752036
457,13003,1099.226678,1038.66058,1128.710376
458,13004,10162.55385,8942.86516,9885.829035
459,13005,1166.696678,935.2756486,1141.576629
460,13008,408.6631797,242.0697213,384.7296349
461,13010,374.7343482,287.4492461,410.8691552
462,13012,2866.558294,2553.559272,2809.858482
463,13013,10837.81377,9608.646013,10582.26091
464,13014,5246.254865,4658.397039,5082.893683
465,13015,5863.670318,5124.198819,5745.97256
466,13016,1768.485339,1791.976984,1881.993757
467,13018,9061.671089,7982.70928,8822.993248
468,13019,256.7582963,134.1286236,229.9197316
469,13020,17.15740888,12.96322758,15.67220745
470,13021,4458.45637,3959.98982,4362.893195
471,13023,1028.138008,957.2681867,1075.227798
472,13024,242.8074844,162.5867104,242.405965
473,13026,1688.542328,1517.698394,1667.792135
474,13027,11083.60026,7890.68234,10314.37051
475,13028,3681.277444,3673.913693,3580.509714
476,13029,2033.975029,1857.723394,2053.484162
477,13030,889.148989,881.7466445,966.3805025
478,13031,333.2258869,236.7726962,309.8900392
479,13032,3173.63453,2844.533292,3145.34512
480,13033,397.2218241,320.6043533,429.8404396
481,13034,1394.86395,1302.585824,1451.635455
482,13035,1546.161109,1412.154148,1574.95713
483,13037,2875.259361,2196.15737,2759.904316
484,13038,1422.286001,1319.297296,1470.067691
485,13039,110.4257013,65.60128779,102.5222073
486,13040,3713.393084,3745.504719,3743.069019
487,13041,197.3784148,131.3508657,188.0541526
488,13042,124.4093328,71.67619977,115.669174
489,13044,703.6158212,376.1964169,615.4083233
490,13045,930.5506381,849.1993949,971.7762826
491,13046,1127.606222,1064.572226,1176.253089
492,13047,7614.445801,6625.045016,7400.549749
493,13048,3575.389361,3210.532058,3539.309493
494,13049,2005.495188,1803.064294,2010.368628
495,13050,10809.97719,9511.58049,10509.156
496,13051,140.8995696,100.7137022,147.2998542
497,13052,2113.489844,1620.967294,2090.130271
498,13055,1952.467507,1754.384325,1960.471844
499,13057,171.2928354,112.2038828,168.2821695
500,13058,1836.212726,1762.265678,1862.211724
501,13059,591.2435038,353.7415244,528.3403176
502,13064,1829.112968,1669.826366,1836.031188
503,13065,175.2113655,123.1953555,160.4874948
504,13066,3298.497618,3407.387718,3342.067512
505,13067,826.7120878,761.327546,862.0812159
506,13068,831.5818057,824.564704,901.2776428
507,13069,9907.636301,8749.212548,9600.292868
508,13070,903.4151671,741.1307571,911.825368
509,13073,230.0076976,204.2676189,246.4843237
510,13074,176.3029468,96.56101549,161.6176135
511,13077,2760.43476,2492.844232,2737.463489
512,13078,25568.40316,22526.59614,24840.80262
513,13079,1110.941202,1014.330235,1107.093987
514,13080,662.3073266,543.1707458,665.4687589
515,13081,49161.82303,43484.16643,47912.88288
516,13082,4908.089485,3502.042459,4597.770563
517,13083,929.0683431,885.4713705,967.7812109
518,13085,1027.939515,844.8070859,1020.550667
519,13089,101014.8323,88836.75055,98016.76949
520,13090,16710.62079,14744.42288,16169.2562
521,13091,1851.804468,1730.661787,1904.685966
522,13092,1953.514975,1669.150749,1904.042505
523,13093,2.64E-06,2.22E-06,2.70E-06
524,13094,3699.395784,3273.055625,3572.163369
525,13097,10796.11564,9442.666148,10529.08916
526,13098,49507.94391,43797.51407,47173.44222
527,13101,740.4705984,592.1028499,756.0008672
528,13102,12135.93741,10707.03786,11767.33104
529,13103,895.1322202,844.4788517,937.4029125
530,13104,1980.379157,1789.149293,1964.933142
531,13106,686.3721935,614.6538328,714.4909866
532,13107,4679.917749,4104.604087,4591.126167
533,13108,556.8719505,449.8759981,601.1870026
534,13109,1404.417852,1277.153235,1399.719942
535,13110,2554.954046,2270.685415,2520.634687
536,13112,186.8914158,106.4053553,187.6441944
537,13113,16762.20999,14801.87865,16280.55799
538,13115,5650.210209,5002.988631,5514.598796
539,13117,3103.047279,2737.561751,3028.000015
540,13118,3246.7526,2919.165984,3201.980533
541,13122,810.8667318,780.6971844,876.0756488
542,13123,242.429187,180.3916962,258.4454449
543,13124,4565.998854,4104.091741,4635.256661
544,13126,3854.199716,3427.844679,3771.999786
545,13129,275.4442711,200.7384608,295.5996806
546,13131,2609.925441,2362.380297,2609.362782
547,13133,518.6429958,408.1093043,536.3797329
548,13134,3184.704406,2803.308477,3138.298086
549,13135,2166.818254,1934.530339,2372.011527
550,13136,5078.21849,4402.645148,4957.06653
551,13137,8539.889891,7571.191167,8309.500112
552,13138,2344.527069,2106.722835,2305.533438
553,13139,6574.804821,5917.59896,6484.468405
554,13140,1501.189732,1310.760075,1508.556327
555,13141,6088.725415,5030.136081,5891.550089
556,13144,415.4637052,334.1109997,451.4886748
557,13145,1804.037684,1610.832087,1790.240036
558,13147,3695.017819,3514.05009,3599.091287
559,13148,7098.539166,6230.376078,6931.144575
560,13149,2702.80557,2516.77399,2728.84246
561,13150,283.8912843,178.6116591,286.0211153
562,13151,1439.482887,1183.559051,1469.595093
563,13152,65.49465317,37.37901304,57.26318237
564,13154,885.4384264,760.400811,896.2945501
565,13155,2188.787487,1978.572828,2187.25115
566,13156,662.465187,458.1684541,686.7705654
567,13157,5150.829667,4561.108199,5097.039838
568,13158,2051.575195,1813.424701,2050.705739
569,13159,4509.468868,4229.268318,4351.426082
570,13161,435.4622755,349.7911931,476.0503412
571,13162,6055.074341,4493.50131,5736.881389
572,13163,124.1744825,84.56118938,129.3463334
573,13164,189.636039,119.8002705,201.8906638
574,13165,1550.03587,1452.723757,1614.010436
575,13166,641.3834928,513.8771446,659.1674413
576,13167,1735.277947,1590.860254,1741.223763
577,13168,1745.301048,1590.609304,1763.036414
578,13169,991.6277854,924.6940867,1038.06025
579,13171,1463.645631,1348.218574,1459.039273
580,13173,2437.096759,2188.632121,2407.054134
581,13174,7398.199872,6631.195288,7317.692898
582,13175,152.098938,83.45089647,143.159511
583,13177,710.0633538,688.2196294,774.5483474
584,13178,11933.84291,10477.48248,11642.05972
585,13183,6763.775043,6008.143884,6615.499985
586,13184,3538.068311,3188.509643,3435.943334
587,13186,3085.674859,2944.969046,2988.116697
588,13187,432.9816364,344.3284224,474.9500033
589,13189,1616.587167,1617.549087,1704.779321
590,13190,269.6292099,153.1203033,270.4624064
591,13192,1880.27112,1635.526619,1874.209549
592,13194,553.040583,514.5548568,603.8009786
593,13196,2995.135013,2719.579411,2991.081764
594,13198,5921.747713,5283.796508,5776.897877
595,13199,14920.39987,13157.30861,14511.40925
596,13200,3062.938563,2904.87424,3011.231833
597,13201,187.9920324,118.9182535,177.2831251
598,13202,298.8514663,156.5607347,267.5960722
599,13203,2402.207928,2157.843686,2375.960885
600,13206,83.73693189,46.07008322,72.22509449
601,13207,779.0353332,726.815356,799.1603486
602,13208,1965.324009,1736.617979,1949.542251
603,13209,7511.158474,6644.274537,7376.039392
604,13211,2443.477912,2207.193966,2429.167519
605,13212,3927.757797,3824.66205,3850.386332
